Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time (h)	Time_to_finish (h)	Time_to_complete (h)	Achievements	Percentage_achievements	First_achievement	Last_achievement	Last_game	Developer	Publisher	Release_date	Removed_game	Minimum_requirements	Recommended_requirements
Injustice™ 2	627270	Action	Fighting, Action, Superhero, Multiplayer, Local Multiplayer, Singleplayer, 2D Fighter, Comic Book, Story Rich, Arcade, Violent, Character Customization, Competitive, Controller, Online Co-Op, Beat 'em up, Difficult, Nudity, 2.5D, Great Soundtrack	17961	86.4	0	6	43	74	0	NA	NA	NA	NetherRealm Studios, QLOC	WB Games	30-Nov-2017	NA	Requires a 64-bit processor and operating systemOS: 64-bit Windows 7 \/ Windows 10Processor: Intel Core i5-750, 2.66 GHz \/ AMD Phenom II X4 965, 3.4 GHz or AMD Ryzen™ 3 1200, 3.1 GHzMemory: 4 GB RAMGraphics: NVIDIA® GeForce™ GTX 670 or NVIDIA® GeForce™ GTX 1050 \/ AMD® Radeon™ HD 7950 or AMD® Radeon™ R9 270DirectX: Version 11Network: Broadband Internet connectionStorage: 52 GB available space 	Requires a 64-bit processor and operating systemOS: 64-bit Windows 7 \/ Windows 10Processor: Intel Core i3-2100, 3.10 GHz \/ AMD FX-6300, 3.5 GHz or AMD Ryzen™ 5 1400, 3.2 GHzMemory: 8 GB RAMGraphics: NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB \/ AMD® Radeon™ R9 290 or RX 570DirectX: Version 11Network: Broadband Internet connectionStorage: 60 GB available space
Mortal Kombat 11	976310	Action	Fighting, Gore, Violent, Multiplayer, Blood, Action, 2D Fighter, Mature, Competitive, Local Multiplayer, Character Customization, Singleplayer, Story Rich, Great Soundtrack, Atmospheric, Sexual Content, Cute, Arcade, 2.5D, Horror	81127	87.4	0	6	56	58	0	NA	NA	NA	NetherRealm Studios, QLOC, Shiver	Warner Bros. Games, Warner Bros. Interactive Entertainment	23-Apr-2019	NA	OS: 64-bit Windows 7 \/ Windows 10Processor: Intel Core i5-750, 2.66 GHz \/ AMD Phenom II X4 965, 3.4 GHz or AMD Ryzen™ 3 1200, 3.1 GHzMemory: 8 GB RAMGraphics: NVIDIA® GeForce™ GTX 670 or NVIDIA® GeForce™ GTX 1050 \/ AMD® Radeon™ HD 7950 or AMD® Radeon™ R9 270DirectX: Version 11Network: Broadband Internet connection 	OS: 64-bit Windows 7 \/ Windows 10Processor: Intel Core i5-2300, 2.8 GHz \/ AMD FX-6300, 3.5GHz or AMD Ryzen™ 5 1400, 3.2 GHzMemory: 8 GB RAMGraphics: NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB \/ AMD® Radeon™ R9 290 or RX 570DirectX: Version 11Network: Broadband Internet connection
Purple War	1582500	Indie, Strategy, Early Access	RTS, Multiplayer, Real Time Tactics, PvP, Strategy, Online Co-Op, Singleplayer, Co-op, PvE, Early Access, Medieval, Indie, War, Fantasy, Wargame, 3D	124	75	0	NA	NA	3	0	NA	NA	NA	Warlogics Ltd.	Warlogics Ltd.	20-Oct-2022	X	Requires a 64-bit processor and operating systemOS: Windows 10 - 64bitProcessor: Intel(R) Core(TM) i5-4460 or AMD equivalentMemory: 8 GB RAMGraphics: GeForce GTX 960 or AMD equivalent, 4 GB VRAMDirectX: Version 11Network: Broadband Internet connectionStorage: 8 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 10 - 64bitProcessor: Intel(R) Core(TM) i7 8700k or AMD equivalentMemory: 16 GB RAMGraphics: GeForce RTX 2060 or AMD equivalent, 4 GB VRAMDirectX: Version 11Network: Broadband Internet connectionStorage: 8 GB available space
Quiplash	351510	Casual, Indie, Strategy	Casual, Multiplayer, Comedy, Indie, Strategy, Co-op, Local Multiplayer, Party, Family Friendly, Party Game, Funny, Board Game	1978	89.5	0	1	2	10	0	NA	NA	NA	Jackbox Games, Inc.	Jackbox Games, Inc.	30-Jun-2015	NA	OS: Windows 7+Processor: 2 Ghz Dual Core or higherMemory: 125 MB RAMNetwork: Broadband Internet connectionStorage: 110 MB available spaceSound Card: Integrated	NA
Crypto Mining Simulator	1596310	Casual, Indie, Simulation, Strategy	Simulation, Idler, Life Sim, Farming Sim, Mining, Building, Strategy RPG, Sandbox, Realistic, Economy, Game Development, Hacking, Programming, Robots, Artificial Intelligence, Automation, Trading, Strategy, Arcade, 3D	1293	70.1	0	NA	NA	NA	NA	NA	NA	NA	Satosha Nakamoti	Satosha Nakamoti	24-Apr-2021	NA	OS: Windows 10Processor: i3Memory: 4 GB RAMGraphics: Nvidia GTX 460 or AMD analogDirectX: Version 11Storage: 1 GB available space 	OS: Windows 10Processor: i5Memory: 4 GB RAMGraphics: Nvidia GTX1080 or AMD analogDirectX: Version 12Storage: 1 GB available space
MY LITTLE PONY: A Maretime Bay Adventure	1600780	Adventure	Adventure, Cartoon, Casual, Cute, Colorful, Horses, Family Friendly, Female Protagonist, Controller, Character Customization, Co-op, Local Co-Op, Local Multiplayer, Singleplayer, Multiplayer, Arcade, Platformer, 3D Platformer, 3D, Magic	495	80.8	0	2	2	13	0	NA	NA	NA	Melbot Studios	Outright Games Ltd.	27-May-2022	NA	OS: Windows 7\/8.1\/10 (64 Bit)Processor: Intel Core i5-4430\/AMD Phenom(tm) II X6 1035T Processor 2.6GHzMemory: 4 GB RAMGraphics: GeForce GTX 660DirectX: Version 11Storage: 3 GB available spaceSound Card: Compatible with Direct X 11 	OS: Windows 7\/8.1\/10 (64 Bit)Processor: Intel Core i5-4430 \/ AMD FX-4350Memory: 8 GB RAMGraphics: GeForce GTX 960 \/ Radeon HD 7950 3GB VRAMDirectX: Version 11Storage: 3 GB available spaceSound Card: Compatible with Direct X 11
Goose Goose Duck	1568590		NA	0	NA	0	No time registered yet	No time registered yet	38	0	NA	NA	NA			03-Oct-2021	NA	Requires a 64-bit processor and operating systemOS: Windows 7Processor: Intel Core2 Duo 2.4ghz+Memory: 2 GB RAMGraphics: Integrated GraphicsDirectX: Version 9.0Network: Broadband Internet connectionStorage: 400 MB available spaceAdditional Notes: Proximity Chat Req 10Mbps Up\/Down 	Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Core i-5  2.8GhzMemory: 4 GB RAMGraphics: Nvidia 600 Series GPU or EquivalentDirectX: Version 11Network: Broadband Internet connectionStorage: 500 MB available spaceAdditional Notes: Proximity Chat Req 10Mbps Up\/Down
Skald: Against the Black Priory - the Prologue	1609100		NA	0	NA	0	No time registered yet	No time registered yet	NA	NA	NA	NA	NA			01-Jun-2021	X	OS: Windows 7+Processor: x32 1 GHz or fasterMemory: 1 MB RAMDirectX: Version 9.0Storage: 200 MB available space 	OS: Windows 7+Processor: x32 1 GHz or fasterMemory: 2 MB RAMDirectX: Version 10Storage: 200 MB available space
schoolbreak.io	1632980	Action, Casual, Indie, Simulation	Multiplayer, Online Co-Op, Social Deduction, Survival, Action, 2D, PvP, Sandbox, Funny, Psychological, Co-op, Party Game, Cartoony, Casual, Stealth, Colorful, Minigames, Top-Down, Destruction, Exploration	9	77.8	0	NA	NA	NA	NA	NA	NA	NA	Tobias Springer	tobspr Games	22-Jul-2022	X	Requires a 64-bit processor and operating systemOS: Windows 10 64bitProcessor: 2 Ghz or fasterMemory: 2048 MB RAMGraphics: anyNetwork: Broadband Internet connectionStorage: 300 MB available spaceAdditional Notes: Requires an active internet connection to play 	Requires a 64-bit processor and operating systemOS: Windows 10 64bitProcessor: 2.5 Ghz or fasterMemory: 4096 MB RAMGraphics: Dedicated Graphics CardNetwork: Broadband Internet connection
My Friend Peppa Pig	1635590	Adventure	Story Rich, Action, Epic, Addictive, Female Protagonist, Emotional, Adventure, Family Friendly, Character Customization, Cartoon, Singleplayer, Interactive Fiction, Colorful, Controller, 2D, Cute, Beautiful, Funny, Cartoony, Casual	757	88.1	0	1	2	11	0	NA	NA	NA	Petoons Studio	Outright Games Ltd.	22-Oct-2021	NA	OS: Windows 7\/8\/10Processor: Intel Core 2 Quad Q6600 (2.4 GHz) or AMD equivalentMemory: 4 GB RAMGraphics: Gefoforce GT430 (1024 MB)DirectX: Version 11Storage: 5 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Windows Vista and DirectX® 9.0b and below not supported 	OS: Windows 10Processor: Intel i5 7400 or AMD equivalentMemory: 4 GB RAMGraphics: Radeon HD 6850 (1024 MB)DirectX: Version 11Storage: 8 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Windows Vista and DirectX® 9.0b and below not supported
Axis Football 2021	1641830	Indie, Simulation, Sports, Strategy	Sports, Simulation, Strategy, Football (American), Indie, Moddable, 3D, Realistic, Management, Character Customization, PvP, Local Multiplayer, Singleplayer	129	63.6	0	No time registered yet	No time registered yet	10	0	NA	NA	NA	Axis Games	Axis Games	26-Aug-2021	NA	OS: Windows 7 or higherProcessor: Quad Core Intel i5 or AMD equivalent 4 GHz+Memory: 8 GB RAMGraphics: 2 GB+DirectX: Version 10Storage: 4 GB available space	NA
Marvel's Guardians of the Galaxy	1088850	Action, Adventure	Singleplayer, Story Rich, Action, Action-Adventure, Third-Person Shooter, Superhero, Choices Matter, Exploration, Adventure, Sci-fi, Space, Comedy, Shooter, Cinematic, Atmospheric, Great Soundtrack, Aliens, RPG, Violent, Realistic	29050	94.6	0	18	26	59	0	NA	NA	NA	Eidos-Montréal	Eidos Interactive Corp.	26-Oct-2021	NA	Requires a 64-bit processor and operating systemOS: Windows® 10 64 bit Build 1903Processor: AMD Ryzen™ 5 1400 \/ Intel® Core™ i5-4460Memory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 1060 6GB \/ AMD Radeon™ RX 570DirectX: Version 12Storage: 80 GB available space 	Requires a 64-bit processor and operating systemOS: Windows® 10 64 bit Build 1903Processor: AMD Ryzen™ 5 1600 \/ Intel® Core™ i7-4790Memory: 16 GB RAMGraphics: NVIDIA® GeForce® GTX 1660 Super \/ AMD Radeon™ RX 590DirectX: Version 12Storage: 80 GB available space
Eiyuden Chronicle: Rising	1658290	Action, Adventure, Indie, RPG	Adventure, RPG, Action RPG, JRPG, Action-Adventure, 2.5D, Dungeon Crawler, Action, Pixel Graphics, Singleplayer, Indie, Story Rich, Casual, Arcade, Side Scroller, Exploration, City Builder, Anime, 2D, Building	1543	86.6	0	12	20	50	0	NA	NA	NA	NatsumeAtari	505 Games	10-May-2022	NA	Requires a 64-bit processor and operating systemOS: Windows 7, 8.1, 10 x64Processor: AMD FX-4350 \/ Intel® Core™ i3-3210Memory: 4 GB RAMGraphics: AMD Radeon™ R7 260X (2GB VRAM) \/ NVIDIA® GeForce® GTX 750(2GB VRAM)Storage: 20 GB available spaceAdditional Notes: 30+ FPS @ 1280x720 and graphics pre-set &quot;LOW (minimum quality)&quot; 	Requires a 64-bit processor and operating systemOS: Windows 7, 8.1, 10 x64Processor: AMD Ryzen™ 5 1700 \/ Intel® Core™ i7-4770SMemory: 6 GB RAMGraphics: Radeon™ RX 470(4GB VRAM) \/ NVIDIA® GeForce® GTX 1060 6 GB VRAMStorage: 20 GB available spaceAdditional Notes: Expected Framerate: 60 FPS @ 1920x1080 - You may be aiming for Very High (highest quality), but you may end up with Standard (standard quality). - The GPU specification may be raised in the special note as 4K is not capable of 60FPS with this setup.
Titan Souls	297130	Action, Adventure, Indie	Souls-like, Pixel Graphics, Difficult, Indie, Action, Adventure, Singleplayer, Great Soundtrack, 2D, Boss Rush, Top-Down, Atmospheric, Fantasy, Controller, Short, Retro, Action-Adventure, Puzzle, Strategy, Rogue-like	11592	78.8	0	3	7	27	0	NA	NA	NA	Acid Nerve	Devolver Digital	14-Apr-2015	NA	OS: Windows Vista\/7\/8Processor: 2.0 Ghz i5 or betterMemory: 4 GB RAMGraphics: 1GB Video RAMDirectX: Version 10Storage: 400 MB available spaceAdditional Notes: PlayStation 4 or Xbox 360 Gamepad Recommended	NA
JUMANJI - The Curse Returns	1665080	Adventure, Casual, Indie, Simulation	Board Game, Card Battler, Deckbuilding, Online Co-Op, Card Game, Real Time Tactics, Casual, 1990's, Adventure, Movie, Tabletop, Fast-Paced, Time Management, Cartoony, Colorful, Time Attack, Family Friendly, Singleplayer, 3D, Co-op	50	56	0	1	0	10	0	NA	NA	NA	Marmalade Game Studio Ltd	Marmalade Game Studio Ltd	01-Sep-2021	NA	Requires a 64-bit processor and operating systemOS: Windows 7Processor: Dual Core, 2 GHz single core processorMemory: 4 GB RAMGraphics: DirectX 10 class GPU [1280 x 720]DirectX: Version 10Storage: 2 GB available spaceSound Card: Integrated sound card 	Requires a 64-bit processor and operating system
eFootball™ 2023	1665460		NA	0	NA	0	4	4	NA	NA	NA	NA	NA			29-Sep-2021	NA	Requires a 64-bit processor and operating systemOS: Windows 10 - 64bitProcessor: Intel Core i5-2300, \/ AMD FX-4350Memory: 8 GB RAMGraphics: GeForce GTX 660 Ti \/ Radeon HD 7790Network: Broadband Internet connectionStorage: 50 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 10 - 64bitProcessor: Intel Core i5-7600 \/ AMD Ryzen 5 1600Memory: 8 GB RAMGraphics: GeForce GTX 1060 \/ AMD Radeon RX 590Network: Broadband Internet connectionStorage: 50 GB available space
文字三国	1670230		NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA			14-Jul-2021	X	OS: Memory: 4 GB RAMStorage: 1 GB available space 	Memory: 8 GB RAMStorage: 4 GB available space
GameMaker	1670460		NA	0	NA	0	No time registered yet	No time registered yet	NA	NA	NA	NA	NA			04-May-2022	NA	Requires a 64-bit processor and operating systemOS: Microsoft 64bit Windows 7Processor: 64bit Intel compatible Dual Core CPUMemory: 2 GB RAMGraphics: OpenGL 4-compliant onboard graphicsDirectX: Version 11Storage: 3 GB available space 	Requires a 64-bit processor and operating systemOS: Microsoft 64bit Windows 10Processor: 64bit Intel compatible Quad Core CPUMemory: 8 GB RAMGraphics: Dedicated OpenGL 4-compliant onboard graphicsDirectX: Version 11Network: Broadband Internet connectionStorage: 3 GB available space
Prognostic	1671280	Adventure, Indie	Adventure, Horror, Story Rich, Realistic, First-Person, Singleplayer, Indie, 3D, Puzzle, Walking Simulator, Immersive Sim, Exploration, Early Access, Atmospheric, Replay Value, Difficult, Dark, Psychological Horror, Mature, Simulation	387	94.3	0	6	0	16	0	NA	NA	NA	Steppe Hare Studio	Steppe Hare Studio	19-May-2022	NA	Requires a 64-bit processor and operating systemOS: 64bit Windows 7, Windows 8, Windows 10Processor: Intel Core i3-4340 \/ AMD FX-6300Memory: 6 GB RAMGraphics: NVIDIA GeForce 660 GTXDirectX: Version 11Storage: 8 GB available spaceSound Card: Realtek High Definition Audio 	Requires a 64-bit processor and operating system
Lone Fungus	1674780	Action, Adventure, Indie	Metroidvania, Adventure, Pixel Graphics, 2D Platformer, Colorful, Action, Platformer, Precision Platformer, Atmospheric, Exploration, Side Scroller, Retro, Old School, 2D, Cute, Magic, Combat, Controller, Singleplayer, Open World	528	87.3	0	12	22	52	0	NA	NA	NA	Basti Games	Basti Games	07-Apr-2023	NA	OS: Windows 7 and aboveProcessor: Intel Core 2 Duo 2.1ghz or equivalentMemory: 4 GB RAMGraphics: GeForce 9800GTX+DirectX: Version 11Storage: 1 GB available space	NA
诛天记	1675590		NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA			NA	X	NA	NA
Fire Commander: First Response	1675970		NA	0	NA	0	NA	NA	3	0	NA	NA	NA			14-Jun-2022	X	OS: Windows 10 (64-bit) or NewerProcessor: Intel Core i5-8600KMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 1060Storage: 6 GB available spaceSound Card: DirectX compatible	NA
FortressV2	1279580	Action, Casual, Indie, Sports, Strategy, Early Access	Early Access, Action, Bullet Hell, Sports, Strategy, Colorful, Tanks, Family Friendly, Battle Royale, PvP, Multiplayer, Shooter, Co-op, Casual, Turn-Based Tactics, Online Co-Op, Indie, Singleplayer, Real Time Tactics, Combat	505	62	0	NA	NA	23	0	NA	NA	NA	RETIAD	COWON	31-Dec-2020	X	OS: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: Nvidia 450 GTS \/ Radeon HD 5750 or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 5 GB available space 	OS: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: Nvidia 450 GTS \/ Radeon HD 5750 or betterDirectX: Version 12Network: Broadband Internet connectionStorage: 10 GB available space
Kulebra and the Souls of Limbo - Prologue	1678600		NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA			17-Aug-2021	NA	OS: Windows 7 SP1+, Windows 10Processor: AMD A6-5200 APU 2.0GhzMemory: 2 GB RAMGraphics: Radeon HD 8400-R3Storage: 3 GB available space	NA
Little League World Series Baseball 2022	1681890	Sports	Sports, 3D, Cartoony, Baseball, Singleplayer, Local Multiplayer	22	18.2	0	NA	NA	23	0	NA	NA	NA	IguanaBee	GameMill Entertainment	17-Aug-2022	NA	Requires a 64-bit processor and operating systemOS: Windows 7\/8\/10 64-bitProcessor: X64 Dual Core CPU, 2+ GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher. | Discrete Non Mobile GPU with 1 GB RamDirectX: Version 11Storage: 7 GB available spaceAdditional Notes: DirectX 11 or DirectX 12 compatible graphics card. 	Requires a 64-bit processor and operating systemOS: Windows 7\/8\/10 64-bitProcessor: X64 Quad Core CPU, 3+ GHzMemory: 16 GB RAMGraphics: NVIDIA GeForce GTX 1660 or AMD Radeon RX 590 series card or higher. | Discrete GPU with 2 GB RAMDirectX: Version 11Storage: 7 GB available spaceAdditional Notes: DirectX 11 or DirectX 12 compatible graphics card.
Luminary	1685530		NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA			16-Mar-2022	X	OS: Windows 98SE\/ME\/2000\/XPProcessor: P3-800Mhz (Min)Memory: 256 MB RAMGraphics: Video Card with at least 8MB DirectX 3D AcceleratorDirectX: Version 8.0Network: Broadband Internet connection	NA
Exos Heroes	1687760		NA	0	NA	0	25	0	NA	NA	NA	NA	NA			10-Aug-2022	X	OS: Windows 7 64 bitProcessor: Intel Core i3Memory: 4 GB RAMGraphics: NVIDIA GT 1030DirectX: Version 11Storage: 15 GB available space 	OS: Windows 7 64 bitProcessor: Intel Core i5Memory: 8 GB RAMGraphics: NVIDIA GTX 1050DirectX: Version 11Storage: 15 GB available space
The Crew 2	646910	Action, Massively Multiplayer, Racing	Racing, Open World, Automobile Sim, Multiplayer, Driving, Massively Multiplayer, Action, Flight, Co-op, Singleplayer, Arcade, First-Person, Online Co-Op, Third Person, Simulation, America, Sports, Atmospheric, Adventure, Sandbox	67742	81.2	0	19	84	34	0	NA	NA	NA	Ivory Tower	Ubisoft	28-Jun-2018	NA	OS: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OSProcessor: Intel Core i5-2400s @ 2.5 GHz or AMD FX-6100 @ 3.3 GHz or equivalentMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 660 or AMD HD 7870 (2GB VRAM with Shader Model 5.0 or better)Additional Notes: Game contains BattlEye (https:\/\/www.battleye.com\/) anti-cheat technology and VMProtect (http:\/\/vmpsoft.com\/support\/user-manual\/introduction\/what-is-vmprotect\/) anti-piracy technology. 	OS: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OSProcessor: Intel Core i5-4690k @ 3.5 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalentMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060 (6GB) or GTX 970 (4GB) or AMD RX 470 (8GB) or betterAdditional Notes: Game contains BattlEye (https:\/\/www.battleye.com\/) anti-cheat technology and VMProtect (http:\/\/vmpsoft.com\/support\/user-manual\/introduction\/what-is-vmprotect\/) anti-piracy technology.
NBA 2K22	1644960	Simulation, Sports	Sports, Basketball, Simulation, Realistic, Multiplayer, e-sports, 3D, Singleplayer, Team-Based, Character Customization, Management, Controller, Trading, Deckbuilding, 4 Player Local, Co-op, Gambling, Local Co-Op, Local Multiplayer, Online Co-Op	38195	58.3	0	93	331	50	0	NA	NA	NA	Visual Concepts	2K	09-Sep-2021	NA	OS: Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bitProcessor: Intel® Core™ i3-2100 @  3.10 GHz\/ AMD FX-4100 @ 3.60 GHz or betterMemory: 4 GB RAMGraphics: NVIDIA® GeForce® GT 450 1GB\/ ATI® Radeon™ HD 7770 1 GB or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 110 GB available spaceSound Card: Directx 9.0xAdditional Notes: Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. In order to play NBA 2K22 on PC, you need a processor capable of supporting SSE 4.2 and AVX. 	OS: Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bitProcessor: Intel® Core™ i5-4430 @ 3 GHz\/ AMD FX-8370 @ 3.4 GHz or betterMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 770 2GB\/ ATI® Radeon™ R9 270 2GB or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 110 GB available spaceSound Card: Directx 9.0cAdditional Notes: Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. In order to play NBA 2K22 on PC, you need a processor capable of supporting SSE 4.2 and AVX.
There Is No Light 616	1700700		NA	0	NA	0	No time registered yet	No time registered yet	NA	NA	NA	NA	NA			10-Nov-2021	X	OS: Windows XP \/ Vista \/ 7 \/ 8 \/ 10Processor: 2 GHzMemory: 1 GB RAMGraphics: Must support OpenGL 2.1 or higher. Intel HD 3000 or better.Storage: 6 GB available space	NA
Marvel's Avengers - The Definitive Edition	997070	Action, Adventure, RPG	Action, Adventure, RPG, Multiplayer, Superhero, Open World, Online Co-Op, Singleplayer, Cinematic, Third Person, Comic Book, Loot, Co-op, Sci-fi, PvE, Fantasy, Combat, Team-Based, Story Rich, Co-op Campaign	29724	66.7	0	6	8	50	0	NA	NA	NA	Crystal Dynamics, Eidos-Montréal, Nixxes	Crystal Dynamics	04-Sep-2020	NA	Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: i3-4160 or AMD equivalentMemory: 8 GB RAMGraphics: NVIDIA GTX 950 \/ AMD 270 (min 2GB video ram)DirectX: Version 12Storage: 75 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel Core i7 4770K, 3.4 Ghz or AMD Ryzen 5 1600, 3.2 GhzMemory: 16 GB RAMGraphics: NVIDIA GTX 1060 6GB or AMD Radeon RX 480, 8GBDirectX: Version 12Storage: 110 GB available space
Prince of Qin	1717410	Action, Adventure, RPG	Exploration, RPG, Tactical RPG, Action, Action RPG, Action-Adventure, 2.5D, Historical, Story Rich, Adventure, Medieval, Singleplayer, Combat, Isometric	64	85.9	0	32	50	NA	NA	NA	NA	NA	Object Software	Strategy First	26-Oct-2021	NA	OS: Windows  95, 98, 2000, ME or XPProcessor: Intel Pentium IIMemory: 128 MB RAMGraphics: 2 MB DirectX  7  compatible  graphics  cardDirectX: Version 7.0Storage: 2 GB available spaceSound Card: 16-bit sound cardAdditional Notes: Sound card; Keyboard; Mouse	NA
You Must	1726730	Indie, Simulation	Simulation, 3D Platformer, Exploration, 3D, First-Person, Atmospheric, Survival, Logic, Dark, Old School, Psychological, Psychological Horror, Retro, Stealth, Horror, Mystery, Survival Horror, Indie, PvE, Singleplayer	299	76.3	0	1	0	11	0	NA	NA	NA	Thin Line	Thin Line	03-Sep-2021	NA	Requires a 64-bit processor and operating systemOS: WINDOWS® 7, 10 (64-BIT Required)Processor: Intel® Core™ i5-3470Memory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 760DirectX: Version 11Storage: 5 GB available space 	Requires a 64-bit processor and operating systemOS: WINDOWS® 7, 10 (64-BIT Required)Processor: Intel® Core™ i7-3770Memory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 1060DirectX: Version 11Storage: 5 GB available space
Out of the Park Baseball 23	1739010	Indie, Simulation, Sports, Strategy	Simulation, Sports, Strategy, Sandbox, Strategy RPG, Card Battler, Baseball, 2D, Immersive Sim, 3D, America, Family Friendly, Management, Historical, Tactical, PvP, Choices Matter, Resource Management, Multiplayer, Singleplayer	967	82.7	0	No time registered yet	No time registered yet	169	0	NA	NA	NA	Out of the Park Developments	Out of the Park Developments	22-Apr-2022	X	Requires a 64-bit processor and operating systemOS: Win8.x\/Win10Processor: Intel or AMD, 64 bitMemory: 2 GB RAMGraphics: OpenGL 3.1 or newer, min. 512 MB GPU memoryStorage: 3 GB available space 	Requires a 64-bit processor and operating systemOS: Win10Processor: Intel or AMD, 64 bitMemory: 4 GB RAMGraphics: OpenGL 3.1 or newer, min. 512 MB GPU memoryStorage: 20 GB available space
Football Manager 2022	1569040	Simulation, Sports	Sports, Management, Football (Soccer), Simulation, Football (American), Real Time Tactics, Strategy, Multiplayer, e-sports, Character Customization, 2D, 3D, Singleplayer, Text-Based	20720	92.5	0	104	0	98	0	NA	NA	NA	Sports Interactive	SEGA	09-Nov-2021	X	Requires a 64-bit processor and operating systemOS: Windows 7 64-bit, 8\/8.1, 10Processor: Intel Core 2 or AMD Athlon 64 1.8GHz+Memory: 4 GB RAMGraphics: Intel GMA X4500, NVIDIA GeForece 9600M GT, AMD\/ATI Mobility Raedon HD 3650 - 256MB VRAMDirectX: Version 11Storage: 7 GB available space 	Requires a 64-bit processor and operating system
Iron Conflict	1371480	Action, Indie, Strategy, Early Access	Early Access, Multiplayer, War, Tanks, MOBA, Military, Flight, Wargame, Action, Strategy, Realistic, Jet, PvP, World War II, 3D, Grand Strategy, Real Time Tactics, RTS, Third Person, Historical	2002	70	0	No time registered yet	No time registered yet	NA	NA	NA	NA	NA	Angela Game	Imperium Interactive Entertainment Limited	07-Jan-2021	X	Requires a 64-bit processor and operating systemOS: Requires a 64-bit processor and operating systemProcessor: AMD or Intel, 2.6 GHz Quad-CoreMemory: 4 GB RAMGraphics: AMD Radeon HD 7850, NVIDIA GeForce 660 seriesDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX Compatible Sound Card with latest drivers 	Requires a 64-bit processor and operating systemOS: Requires a 64-bit processor and operating systemProcessor: AMD or Intel, 2.6 GHz Quad-CoreMemory: 8 GB RAMGraphics: AMD Radeon RX 470 or NVIDIA GeForce 1050 Ti series and aboveDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX Compatible Sound Card with latest drivers
Jagged Alliance Gold	283270	Action, RPG, Strategy	Strategy, RPG, Classic, Action, Turn-Based, Tactical, Turn-Based Strategy, Singleplayer, Turn-Based Tactics, Retro, Tactical RPG	412	78.4	0	11	28	NA	NA	NA	NA	NA	Sir-Tech, Madlab Software	THQ Nordic	23-Apr-2014	NA	OS: Windows XP \/Vista\/7Processor: 1 GHzMemory: 16 MB RAMGraphics: 3D graphics card compatibleDirectX: Version 7.0Storage: 1200 MB available space	NA
