Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
Alien Carnage / Halloween Harry	51.8	NA	3	Interactive Binary Illusions, SubZero Software	05-May-2014
Aliens: Colonial Marines	59	NA	7	Gearbox Software	NA
Aliens vs. Predator	90.9	NA	8	Rebellion	16-Feb-2010
Alone in the Dark (2008)	40.2	NA	9	Eden Games, Hydravision Entertainment	29-Oct-2013
Alone in the Dark: The New Nightmare	67.8	NA	8	Darkworks, Spiral House	29-Oct-2013
Alpha Protocol	80.7	NA	13	Obsidian Entertainment	01-Jun-2010
Alter Ego	70.6	NA	9	bitComposer Games	03-Aug-2010
Amazon Rush	23.5	NA	No time registered yet	Victor Corradi	06-Mar-2018
Amnesia: A Machine for Pigs	69.2	NA	4	The Chinese Room	10-Sep-2013
Amnesia: Rebirth	76.6	NA	9	Frictional Games	20-Oct-2020
Among Ass	NA	NA	No time registered yet	Slippy Floor	04-Dec-2020
Anachronox	72.8	NA	28		17-Oct-2013
Andarilho	66.7	NA	0	SC Jogos	12-Nov-2020
A New Beginning - Final Cut	74.9	NA	10	Daedalic Entertainment	11-Dec-2012
Angeldust	63.8	NA	No time registered yet	Frank Lucas	21-Dec-2019
Angelica Weaver: Catch Me When You Can - Collector’s Edition	70.7	NA	3	MumboJumbo	07-Jan-2013
A night with Natalie	NA	NA	NA	Sensual Dreamers	14-Nov-2018
A night with Natalie VR	NA	NA	NA	Sensual Dreamers	07-Nov-2018
Another World	83	NA	2	Eric Chahi, DotEmu	04-Apr-2013
Anti-Opoly	40.4	NA	2	Webfoot	14-Aug-2015
Apex Legends	83.5	NA	34	Respawn Entertainment	04-Nov-2020
Apocalypse: The Game	31.8	NA	No time registered yet	Harley Game Studios	18-Oct-2018
ARCADE GAME SERIES: DIG DUG	86.5	NA	1	BANDAI NAMCO Studios Inc.	19-Apr-2016
ARCADE GAME SERIES: GALAGA	89.8	NA	1	BANDAI NAMCO Studios Inc.	19-Apr-2016
ARCADE GAME SERIES: Ms. PAC-MAN	86.2	NA	1	BANDAI NAMCO Studios Inc.	19-Apr-2016
ARCADE GAME SERIES: PAC-MAN	88.2	NA	1	BANDAI NAMCO Studios Inc.	19-Apr-2016
Arcanum	87.9	NA	31	Troika Games	29-Aug-2016
Arctic Adventure	56.2	NA	5	3D Realms (Apogee Software)	05-May-2014
Argonauts Agency: Golden Fleece	94.4	NA	NA	Workroom7	22-Feb-2019
Argonauts Agency: Pandora's Box	95.5	NA	NA	Workroom7	17-Apr-2019
ARK: Survival Of The Fittest	65.1	NA	No time registered yet	Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC	29-Aug-2017
Armada 2526 Gold Edition	66.3	NA	No time registered yet	Ntronium Games	28-Feb-2013
Armada Skies	54.2	NA	No time registered yet	Josh Tam Universe	31-Jan-2018
Armikrog	56.6	NA	3	Pencil Test Studios	30-Sep-2015
Army Men RTS	87.3	NA	8	Pandemic Studios	20-Dec-2017
Arsenal of Democracy	85.2	NA	No time registered yet	BL-Logic	23-Feb-2010
Ascension	88.2	NA	1	Playdek, Inc.	16-Dec-2014
Ashes of the Singularity: Escalation	75.2	NA	16	Stardock Entertainment, Oxide Games	10-Nov-2016
Assassin's Creed	83.8	NA	15	Ubisoft Montreal	09-Apr-2008
Assassin's Creed Brotherhood	88.9	NA	15	Ubisoft Montreal	17-Mar-2011
Assassin's Creed III Remastered	56.4	NA	14	Ubisoft Entertainment	29-Mar-2019
Assassin's Creed IV Black Flag	89.6	NA	23	Ubisoft Montreal	NA
Assassin's Creed Odyssey	89.3	NA	45	Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai	05-Oct-2018
Assassin's Creed Revelations	85.7	NA	12	Ubisoft Montreal	30-Nov-2011
Assassin's Creed® III	74.2	NA	16	Ubisoft Montreal	20-Nov-2012
Asterix & Obelix XXL	74.9	NA	7	OSome Studio	22-Oct-2020
Asterix & Obelix XXL 2	79.4	NA	8	OSome Studio	28-Nov-2018
Asterix & Obelix XXL 3  - The Crystal Menhir	59.4	NA	4	Osome Studio	21-Nov-2019
Asteroids: Outpost	31.2	NA	No time registered yet	Salty Games	NA
ATV GP	28.6	NA	No time registered yet	Play sp. z o. o.	NA
Aura: Fate of the Ages	57.9	NA	6	Streko Graphics	04-Oct-2010
Aura Kingdom	78.5	NA	446	X-Legend	NA
Automachef	71.4	NA	26	Rhombico Games	23-Jul-2019
A Valley Without Wind 2	45.8	NA	9	Arcen Games, LLC	18-Feb-2013
Avencast	68.8	NA	13	ClockStone Studios	17-Mar-2010
Avernum 2: Crystal Souls	89.1	NA	36	Spiderweb Software	14-Jan-2015
AVICII Invector	96.8	NA	2	Hello There Games	10-Dec-2019
Axis Football 2021	63.8	NA	No time registered yet	Axis Games	26-Aug-2021
A Year Of Rain	46	NA	No time registered yet	Daedalic Entertainment	13-Mar-2020
Back to the Future: Ep 1 - It's About Time	88.3	NA	3	Telltale Games	NA
Back to the Future: Ep 2 - Get Tannen!	89.2	NA	2	Telltale Games	NA
Back to the Future: Ep 3 - Citizen Brown	90.2	NA	2	Telltale Games	NA
Back to the Future: Ep 4 - Double Visions	89	NA	3	Telltale Games	NA
Back to the Future: Ep 5 - OUTATIME	89.7	NA	2	Telltale Games	NA
Ballistic Overkill	75.6	NA	No time registered yet	Aquiris Game Studio	NA
Balls of Steel	68.8	NA	1	Wildfire Studios	NA
Barro 2020	83.7	NA	No time registered yet	SC Jogos	NA
BASEBALL STARS 2	73.5	NA	9	SNK CORPORATION, Dotemu	27-Apr-2016
B A S E M E N T	28.6	NA	10	.	11-Oct-2017
Battlefleet Gothic: Armada	68.4	NA	21	Tindalos Interactive	21-Apr-2016
Battle Ram	88	NA	No time registered yet	Wloop777, Anatoliy Loginovskikh	05-Jan-2023
Battles of the Ancient World	60.9	NA	No time registered yet	HexWar Games	15-Sep-2017
Battlestations: Midway	77.5	NA	8	Eidos Interactive	15-Mar-2007
Battlestations: Pacific	70.7	NA	11	Eidos Studio Hungary	12-May-2009
Battletoads	69.8	NA	4	Dlala Studios	20-Aug-2020
Beast Boxing Turbo	89.5	NA	1		NA
Beast Quest	38	NA	6	Torus Games	13-Mar-2018
Beasts of Prey	42.4	NA	No time registered yet	Denurea Invest	05-Jun-2014
Beholder 2	88.1	NA	11	Warm Lamp Games	04-Dec-2018
Ben 10	78	NA	2	Torus Games	15-Nov-2017
Ben 10: Power Trip	85.9	NA	4	PHL Collective	09-Oct-2020
Ben There, Dan That!	80.5	NA	2	Size Five Games	25-Aug-2009
Beside Myself	70.5	NA	1	ASK_GAMES	27-Jul-2021
Between the Stars	76.5	NA	No time registered yet	Isolated Games	28-May-2019
Beyond: Two Souls	88.8	NA	11	Quantic Dream	18-Jun-2020
Beyond Divinity	52.9	NA	20	Larian Studios	29-Oct-2012
Biology Battle	58.2	NA	No time registered yet	Novaleaf Game Studios	NA
Bio Menace	82.8	NA	7	3D Realms (Apogee Software)	05-May-2014
Bionic Commando	73.3	NA	7	Capcom	28-Jul-2009
Bionic Commando Rearmed	61.1	NA	5	Capcom	28-Jul-2009
BioShock 2	89.4	NA	11	2K Marin, 2K China, Digital Extremes, 2K Australia	09-Feb-2010
Bitcoin Farm	46.3	NA	No time registered yet	RewindApp	19-Jan-2018
Black Book: Prologue	94.1	NA	1	Morteshka	05-May-2020
Black Desert	75.3	NA	95	Pearl Abyss	NA
Black Island	60	NA	0	Helsinki Noir	14-Oct-2015
Blackwake	82.1	NA	3	Mastfire Studios Pty Ltd	19-Feb-2020
Blades of Time	79.9	NA	9	Gaijin Entertainment Corporation	20-Apr-2012
Blake Stone: Aliens of Gold	89.8	NA	3	JAM Productions	05-May-2015
Blake Stone: Planet Strike	72.7	NA	6	JAM Productions	05-May-2015
Blaster Simulator	35.7	NA	1	United Independent Entertainment	28-Apr-2016
Blood Bowl: Dark Elves Edition	NA	NA	3		NA
Blood Omen 2: Legacy of Kain	67.1	NA	13		24-Sep-2013
BloodRayne 2: Terminal Cut	81.5	NA	9	Terminal Reality	20-Nov-2020
BloodRayne: Terminal Cut	90.4	NA	7	Terminal Reality	20-Nov-2020
Bomber Crew	87.8	NA	15	Runner Duck	19-Oct-2017
Bone: Out from Boneville	52.5	NA	2	Telltale Games	17-Jun-2008
Bone: The Great Cow Race	61	NA	3	Telltale Games	17-Jun-2008
BOOBS SAGA: Prepare To Hentai Edition	78.1	NA	NA	Boobs Dev	22-May-2020
Book of Demons	80	NA	10	Thing Trunk	13-Dec-2018
Borderlands 3	84.6	NA	23	Gearbox Software	13-Mar-2020
Borderlands GOTY	90.6	NA	22	Gearbox Software	NA
Borderlands GOTY Enhanced	86.2	NA	22	Gearbox Software, Blind Squirrel Games	03-Apr-2019
Boreal Blade	64.7	NA	0	Frozenbyte	12-Nov-2020
Bounty game	78.9	NA	No time registered yet	survivance	23-Dec-2022
Breach	NA	NA	No time registered yet		NA
Bridge Constructor Stunts	63.4	NA	5	ClockStone	23-Feb-2016
Bright Memory: Infinite	92.7	NA	2	FYQD-Studio	11-Nov-2021
BRINK	62	NA	6	Splash Damage	09-May-2011
Broken Sword 4 - the Angel of Death	42.9	NA	11	Sumo Digital Ltd	04-Nov-2014
Bubble Struggle: Adventures	81.8	NA	NA	Kresimir Cvitanovic	07-Dec-2017
Buggy	68.4	NA	No time registered yet	Urbanscan	06-Jul-2015
Bulletstorm	78.7	NA	7	People Can Fly, Epic Games, Inc.	NA
Burak Bahar's Unseen Anchor	92.3	NA	0	MISADREF	02-Apr-2018
Cabela's African Adventures	50	NA	6		NA
Cabela's Big Game Hunter Pro Hunts	74.4	NA	12	Cauldron	NA
Cabela's® Dangerous Hunts 2013	43.3	NA	3	Cauldron	NA
Cabela's® Hunting Expeditions	27.6	NA	0	Fun Labs	NA
Cabelas Trophy Bucks	27.3	NA	0	Magic Wand	NA
Caesar 3	92	NA	36	Impressions Games	29-Aug-2016
Caesar 4	70.2	NA	16	Tilted Mill Entertainment, Inc.	29-Aug-2016
Call of Duty: WWII - Multiplayer	57.2	NA	7	Sledgehammer Games, Raven Software	02-Nov-2017
Call of Juarez Gunslinger	95.1	NA	5	Techland	22-May-2013
Cally's Trials	71.5	NA	6	VDO Games	14-Jun-2016
Capcom Arcade Stadium	52.2	NA	0	CAPCOM Co., Ltd.	24-May-2021
Capsized	76.6	NA	4	Alientrap	29-Apr-2011
Carcassonne: The Official Board Game	84.4	NA	0	Artefacts	29-Nov-2017
Carmageddon TDR 2000	73.5	NA	12	Torus Games	04-Dec-2014
Car Mechanic Simulator 2014	82.9	NA	11	PlayWay S.A., Red Dot Games	24-Jan-2014
Car Mechanic Simulator 2015	92.3	NA	11	Red Dot Games	23-Apr-2015
Carrier Command: Gaea Mission	47	NA	15	Bohemia Interactive	28-Sep-2012
Cars 2	74.6	NA	5	Avalanche Software	06-Oct-2014
Cars Toon: Mater's Tall Tales	69.1	NA	2	Papaya Studio	06-Oct-2014
Casino Inc	84.2	NA	No time registered yet	Hothouse Creations Ltd	17-Apr-2015
Castle Adventure	NA	NA	3	Flash Product	NA
CastleMiner Z	79.3	NA	3	DigitalDNA Games LLC	03-Feb-2014
Castlevania: Lords of Shadow - Ultimate Edition	80.6	NA	19	MercurySteam, Climax Studios	27-Aug-2013
Castlevania: Lords of Shadow 2	84.3	NA	15	MercurySteam	25-Feb-2014
Castlevania: Lords of Shadow – Mirror of Fate HD	83.4	NA	8	MercurySteam	27-Mar-2014
Cat Girl	58.4	NA	No time registered yet	夢かき屋	28-Aug-2017
Caveman Alive	36.1	NA	No time registered yet	Vyacheslav Shilikhin	07-Oct-2017
Cave Story+	93.3	NA	6	Nicalis, Inc., Studio Pixel	22-Nov-2011
CCCP CALLS!	54.3	NA	0	CUTE ANIME GIRLS	22-May-2018
Ceville	81.6	NA	9	Realmforge Studios	27-Feb-2009
Chainz 2: Relinked	55.4	NA	No time registered yet	MumboJumbo	13-Jul-2009
Chaos Ride	26.7	NA	No time registered yet	Sc0tt Games	NA
Chaos Souls	50	NA	2	Visualnoveler	07-Nov-2017
Chariot	80.9	NA	13	Frima Studio	12-Nov-2014
Chasm	72.1	NA	9	Bit Kid, Inc.	30-Jul-2018
Chernobyl: Terrorist Attack	53.8	NA	2	Play Publishing	NA
Chrome	65.9	NA	15	Techland	NA
Chrome: Specforce	60	NA	6	Techland	NA
Cibele	50.3	NA	1	Star Maid Games	02-Nov-2015
CID The Dummy	21.7	NA	No time registered yet	TWELVE	NA
Cities XL 2011	NA	NA	No time registered yet		NA
Cities XL 2012	NA	NA	No time registered yet		20-Oct-2011
City Climber	75.3	NA	4	Ondrej Angelovic	24-Feb-2017
CivCity: Rome	72.8	NA	9	FireFly Studios, Firaxis Games	06-Apr-2007
CLASH	39.7	NA	0	Ultima Games	15-Nov-2016
Claustrophobia: The Downward Struggle	44.1	NA	No time registered yet	The Indie Forge	09-Sep-2014
Close the Window!	45.1	NA	0	Victor Corradi	02-Jan-2018
Club Naughty	33.6	NA	No time registered yet	Ripknot Systems	18-Nov-2016
Clustertruck	93.1	NA	4	Landfall	27-Sep-2016
Cobi Treasure Deluxe	51.6	NA	1	Cobra Mobile	23-May-2014
Coldfire Keep	41.3	NA	8	Steve Jarman	09-May-2014
Coloring Game 4	93.9	NA	6	L. Stotch	30-Jul-2021
Coloring Pixels	96.4	NA	40	ToastieLabs	17-Aug-2018
Combat Tested	67.4	NA	No time registered yet	Buckethead Entertainment	23-Mar-2018
Comic Book Hero: The Greatest Cape	46.2	NA	No time registered yet	Grey Dog Software	09-Dec-2015
Commandos 2: Men of Courage	85.5	NA	21	Pyro Studios	15-Mar-2007
Commandos: Behind Enemy Lines	89.3	NA	23	Pyro Studios	15-Mar-2007
Commandos: Beyond the Call of Duty	88.1	NA	16	Pyro Studios	15-Mar-2007
Company of Heroes - Legacy Edition	93.6	NA	19	Relic Entertainment	17-Jul-2007
Company of Heroes: Opposing Fronts	91.8	NA	13	Relic Entertainment	24-Sep-2007
Company of Heroes: Tales of Valor	92.9	NA	5	Relic Entertainment	29-Apr-2009
Conan Exiles - Public Beta Client	NA	NA	NA		NA
Conflict: Denied Ops	52.3	NA	6	Pivotal Games	08-Feb-2008
Conflict Desert Storm	73.1	NA	7	Pivotal Games	28-May-2012
Cook, Serve, Delicious! 3?!	93.1	NA	46	Vertigo Gaming Inc.	14-Oct-2020
Cookies vs. Claus	84.6	NA	No time registered yet	Joshua Williams, Evil Tortilla Games Incorporated	03-Dec-2017
Cooking Academy Fire and Knives	71.7	NA	0	Fugazo	NA
Corporate Lifestyle Simulator	82.8	NA	2	DolphinBarn	12-Mar-2014
Corridor Z	72.3	NA	3	Mass Creation	08-Jan-2018
Corrupt	65.9	NA	NA	Atomic Fabrik, Cristian Manolachi	15-Sep-2017
Cosmic DJ	87.7	NA	1	Gl33k	30-Oct-2014
Cosmic Kites	100	NA	NA	Fishmoose Interactive	07-Sep-2017
Cosmo's Cosmic Adventure	84.8	NA	3	3D Realms (Apogee Software)	05-May-2014
Counter-Strike	97.5	NA	29	Valve	01-Nov-2000
Counter-Strike: Condition Zero	91.3	NA	4	Valve	01-Mar-2004
Counter-Strike: Condition Zero Deleted Scenes	89.8	NA	6	Valve	01-Mar-2004
Craft and Dungeon	37.5	NA	No time registered yet	Victor Corradi	03-Apr-2018
CrashMetal Cyberpunk	67.6	NA	NA	JDM4iK Games	17-Dec-2020
Crayola Scoot	78.6	NA	5	Climax Studios	16-Oct-2018
Crazy Belts	30	NA	0	jemchicomac	05-Jan-2016
Crazy Machines	81.1	NA	6	Fakt Software	12-Dec-2008
Crazy Machines 1.5 Inventors Training Camp	50	NA	1	Fakt Software	12-Dec-2008
Crazy Machines 1.5 New from the Lab	50	NA	NA	Fakt Software	12-Dec-2008
Crazy Machines: Golden Gears	29.4	NA	No time registered yet	FAKT Software Gmbh	27-Mar-2014
Crazy Veggies	45.5	NA	4	SOCO Games	28-Apr-2017
CRIMSON METAL	53	NA	1	Madbox Entertainment	04-May-2017
Crying Suns	86.4	NA	15	Alt Shift	18-Sep-2019
Crypto Mining Simulator	70.9	NA	NA	Satosha Nakamoti	24-Apr-2021
Crysis	79.6	NA	10	Crytek	17-Sep-2008
Crysis Warhead	85.3	NA	5	Crytek	17-Sep-2008
Crysis Wars	84.6	NA	3	Crytek	17-Sep-2008
Crystal Caves	84.7	NA	3	Apogee Software	05-May-2014
Cthulhu Realms	71.9	NA	3	Wise Wizard Games, LLC	01-Jul-2016
Cuban Missile Crisis	76.1	NA	0	G5 Software	25-Mar-2015
Cube Runner	86	NA	2	EGAMER	13-Dec-2016
Cubetractor	75.5	NA	5	Ludochip	29-May-2013
Cult of the Wind	50	NA	No time registered yet	North of Earth	30-Jun-2014
Cultures - 8th Wonder of the World	82.8	NA	15	Funatics Software	26-Mar-2015
Cultures - Northland	82.7	NA	14	Funatics Software	26-Mar-2015
Cut the Rope	90.9	NA	3	ZeptoLab UK Limited	NA
CyberTaxi	72.2	NA	4	Projects from Basement	30-Oct-2020
Cyborg Invasion Shooter 2: Battle Of Earth	44.4	NA	1	Tero Lunkka	28-Feb-2018
Cyndy	72.7	NA	No time registered yet	DreamBig Games	16-May-2019
Daddy's gone a-hunting	33.3	NA	No time registered yet	Wojciech Krupinski	12-Dec-2017
Daemonsgate	23.1	NA	0	Imagitec	25-Oct-2017
Daikatana	53.5	NA	12		01-Oct-2013
Damnation	45.2	NA	8	Blue Omega Entertainment	22-May-2009
Damnation City of Death	36.4	NA	No time registered yet	Antiproto	03-Mar-2015
Dangerous Golf	47.6	NA	7	Three Fields Entertainment	02-Jun-2016
Danmaku Unlimited 2	93.5	NA	1	Doragon Entertainment	18-Mar-2014
Dark Ages	56.2	NA	1	Scenario Software	05-May-2014
Dark Deception: Monsters & Mortals	85.5	NA	No time registered yet	Glowstick Entertainment	02-Nov-2020
Dark Fairies	100	NA	No time registered yet	Mia Blais-Côté	NA
Dark Fall 1: The Journal	77.3	NA	5	Darkling Room	03-Dec-2013
Dark Fall 2: Lights Out	73.8	NA	5	Darkling Room	03-Dec-2013
Dark Matter	59.1	NA	No time registered yet	Meridian4	27-Feb-2015
Dark Messiah of Might & Magic Multi-Player	93.1	NA	NA	Arkane Studios	25-Oct-2006
Dark Messiah of Might & Magic Single Player	91.6	NA	10	Arkane Studios	25-Oct-2006
Dark Raid	21.3	NA	3	Vector Games	03-Jun-2014
Dark Scavenger	87	NA	4	Psydra Games LLC	16-May-2014
Darksiders	89.3	NA	17	Vigil Games	23-Sep-2010
Darksiders II	90.2	NA	21	Vigil Games	NA
DARK SOULS™: Prepare To Die Edition	91.4	NA	46	FromSoftware	24-Aug-2012
Day of Defeat	90.1	NA	6	Valve	01-May-2003
Day of Defeat: Source	91.4	NA	2	Valve	12-Jul-2010
Dead Alliance™	36.2	NA	0	IllFonic, Psyop Games	29-Aug-2017
Dead Island: Epidemic	81.9	NA	4	Stunlock Studios	20-Nov-2014
Dead Island Retro Revenge	57.8	NA	4	Empty Clip Studios	31-May-2016
Deadlock II - Shrine Wars	68.9	NA	31	Cyberlore Studios, Inc., Accolade	23-Oct-2014
Dead Space 2	94.1	NA	9	Visceral Games	27-Jan-2011
Dear Esther	75.7	NA	1	The Chinese Room, Robert Briscoe	NA
Dear Esther: Landmark Edition	74.4	NA	1	The Chinese Room, Robert Briscoe	14-Feb-2017
Death's Door	93.9	NA	9	Acid Nerve	20-Jul-2021
Deathmatch Classic	81.7	NA	1	Valve	01-Jun-2001
Death Rally (Classic)	90.1	NA	4	Remedy	05-May-2014
Death Skid Marks	92.1	NA	0	Studio Whisky Tango Inc.	20-Nov-2014
DEATH STRANDING	93.1	NA	40	KOJIMA PRODUCTIONS	NA
DEATH STRANDING DIRECTOR'S CUT	93.6	NA	36	KOJIMA PRODUCTIONS	30-Mar-2022
Death to Spies: Moment of Truth	85.4	NA	7	Haggard Games	07-Aug-2009
Deathtrap Dungeon	48.7	NA	11		03-Oct-2013
DEATHVERSE: LET IT DIE	NA	NA	No time registered yet		04-Oct-2022
Deep Under the Sky	67.9	NA	2	RichMakeGame, Colin Northway	22-Aug-2014
Defendoooooor!!	43.1	NA	2	White Dog Games	31-Aug-2017
Deiland	80.2	NA	11	Chibig	NA
Despotism 3k	78.2	NA	3	Konfa Games	08-Nov-2018
Destroy All Humans! – Clone Carnage	38.9	NA	0	THQ Nordic	01-Jun-2022
Deus Ex: Game of the Year Edition	94.9	NA	23	Ion Storm	29-Mar-2007
Deus Ex: Human Revolution	NA	NA	21		NA
Deus Ex: Human Revolution - The Missing Link	NA	NA	4		NA
Deus Ex: Invisible War	57.1	NA	9	Ion Storm	29-Mar-2007
Devil May Cry 3: Special Edition	60.4	NA	12	CAPCOM Co., Ltd.	12-Jun-2007
Devil May Cry 4	91.5	NA	11	Capcom	22-Dec-2009
Devils & Demons	40.4	NA	No time registered yet	HandyGames	06-Oct-2015
Dex	87.2	NA	11	Dreadlocks Ltd.	07-May-2015
DiRT 2	NA	NA	13		NA
DiRT 3	NA	NA	14	Codemasters Racing Studio	NA
DiRT 4	79.8	NA	29	Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)	08-Jun-2017
DiRT Showdown	80.6	NA	9	Codemasters Racing Studio	NA
Dirty Bomb	81.2	NA	147	Splash Damage	NA
Discovery! A Seek & Find Adventure	41.9	NA	2	MumboJumbo	29-Jul-2008
Dishonored	97.6	NA	12	Arkane Studios	11-Oct-2012
Divine Divinity	88.1	NA	32	Larian Studios	05-Jul-2012
Divine Knockout (DKO)	67.4	NA	No time registered yet	Red Beard Games	06-Dec-2022
Divinity II: Developer's Cut	84.2	NA	29	Larian Studios	29-Oct-2012
Doctor Who Infinity	58.1	NA	No time registered yet	Tiny Rebel Games, Seed Studio	07-Aug-2018
DOKA 2 KISHKI EDITION	84.9	NA	1	Agafonoff	05-Nov-2018
Dollar Dash	46.9	NA	No time registered yet	Candygun Games	NA
DOOM 3	89.2	NA	11	id Software	03-Aug-2007
DOOM 3: BFG Edition	86.2	NA	10	id Software	18-Oct-2012
DOOM 3: Resurrection of Evil	83.9	NA	4	id Software	03-Aug-2007
DOOM II	95	NA	7	id Software	03-Aug-2007
Dovetail Games Flight School	51.5	NA	No time registered yet	Dovetail Games	NA
Do you know de way	72.9	NA	0	Laush Dmitriy Sergeevich	15-Mar-2018
Dr. Daisy: Pet Vet	48	NA	0	Zemnott	29-Jul-2008
Dracula's Legacy	79.6	NA	3	Jetdogs Studios, IndeePop	22-Oct-2015
Draft Day Sports College Basketball 3	25	NA	No time registered yet	Wolverine Studios	NA
Draft Day Sports Pro Basketball 4	42.9	NA	No time registered yet	Wolverine Studios	NA
Dragon's Lair 2: Time Warp	82	NA	1	Digital Leisure Inc.	24-Oct-2013
Dragon Age: Origins	91.7	NA	40	BioWare	06-Nov-2009
Dragon Age: Origins - Ultimate Edition	90.2	NA	50	BioWare	26-Oct-2010
Dragon Age II	81.8	NA	26	BioWare	04-Jun-2020
Dragon Age™ Inquisition	75.8	NA	47	BioWare	04-Jun-2020
Dragonia	84.4	NA	3	Blue Studio	29-May-2017
Dragon Knight	75.8	NA	1	D.K Studio	09-Feb-2018
Drakensang The River of Time	79.4	NA	28	DTP	NA
Drawful 2	81	NA	2	Jackbox Games, Inc.	20-Jun-2016
Draw Slasher	50.9	NA	3	Mass Creation	13-Oct-2016
Dreadnought	66.7	NA	No time registered yet	Six Foot, YAGER	14-Oct-2018
Dream Daddy: A Dad Dating Simulator	91.6	NA	5	Game Grumps	20-Jul-2017
Dreaming	72	NA	8	Orange Valley	NA
DreamWorks Dragons: Dawn of New Riders	84.1	NA	6	Climax Studios Ltd.	15-Feb-2019
Drift Horizon Online	53.1	NA	No time registered yet	JDM4iK Games	23-Mar-2017
Driftland: The Magic Revival	74	NA	24	Star Drifters	18-Apr-2019
Driftmoon	88.6	NA	9	Ville Mönkkönen, Anne Mönkkönen	03-Jan-2014
Drift Streets Japan	64.2	NA	1	JDM4iK Games	21-Dec-2015
Droplitz	NA	NA	6		NA
Ducati World Championship	44.8	NA	0	Artematica Entertainment	21-Sep-2007
Duke Nukem 2	86.6	NA	5	3D Realms, Interceptor Entertainment	NA
Duke Nukem 3D	87.5	NA	9	3D Realms	NA
Duke Nukem Forever	68	NA	9	Gearbox Software	09-Jun-2011
Dungeon Dashers	45.2	NA	0	Jigxor	NA
Dungeon Fighter Online	62.5	NA	12	Neople	09-Aug-2016
Dungeon Lurk II - Leona	30.6	NA	No time registered yet	Keys of Nine Entertainment	27-Oct-2014
Dungeon Siege III	58	NA	15	Obsidian Entertainment	NA
Dungeon Souls	74.3	NA	12	Lamina Studios	02-Dec-2016
Dwarfs!?	75.7	NA	4	Power of 2	04-May-2011
Dying Light: Bad Blood	69.8	NA	No time registered yet	Techland	13-Sep-2018
East India Company Gold	NA	NA	No time registered yet		NA
Edengrad	49.3	NA	No time registered yet	Huckleberry Games S.A.	NA
eFootball PES 2021 SEASON UPDATE	76.2	NA	22	Konami Digital Entertainment	15-Sep-2020
eFootball™ 2023	NA	NA	No time registered yet		29-Sep-2021
Eiyuden Chronicle: Rising	87.7	NA	11	NatsumeAtari	10-May-2022
Electronic Super Joy: Groove City	80.5	NA	1	Michael Todd Games, Yazar Media Group LLC	06-Jun-2014
ELEX	74.4	NA	27	Piranha Bytes	17-Oct-2017
Elizabeth Find M.D. - Diagnosis Mystery - Season 2	51.5	NA	3	Gunnar Games, Inc.	09-Jun-2011
Elly The Jelly	20	NA	No time registered yet	Seize Studios	03-Aug-2017
Else Heart.Break()	67.3	NA	14	Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar \Ratvader\ Rydelius, Johannes Gotlén	24-Sep-2015
Endciv	34.8	NA	No time registered yet	Crowbox	21-Apr-2016
Endless Jade Sea -Midori no Umi-	83.2	NA	0	Cabbit	23-Jan-2019
English Country Tune	81.2	NA	10	increpare games	09-Aug-2012
ENSLAVED™: Odyssey to the West™ Premium Edition	85.4	NA	9	Ninja Theory	24-Oct-2013
Entre-Deux	100	NA	No time registered yet	Mia Blais-Côté	NA
Epic Car Factory	61.9	NA	5	Epic Devs LLC	09-Apr-2018
Escape from Monkey Island™	57.6	NA	10	LucasArts	16-Nov-2018
Eschalon: Book 1	86	NA	19	Basilisk Games	10-Feb-2009
Eschalon: Book 2	85.6	NA	19	Basilisk Games	12-Jul-2010
Eterium	48.9	NA	No time registered yet	Rogue Earth LLC	15-Apr-2014
Europa Universalis IV	86.8	NA	94	Paradox Development Studio, Paradox Tinto	13-Aug-2013
Euro Truck Simulator	82.6	NA	21	SCS Software	08-Mar-2013
Everhood	95.6	NA	6	Chris Nordgren, Jordi Roca	04-Mar-2021
Evoland	82.7	NA	3	Shiro Games	04-Apr-2013
Evoland Legendary Edition	82	NA	20	Shiro Games	07-Feb-2019
eXceed - Gun Bullet Children	46.8	NA	1	Flat Software	02-Aug-2012
eXceed 2nd - Vampire REX	85.2	NA	3	Tennen-sozai	02-Aug-2012
eXceed 3rd - Jade Penetrate Black Package	92.7	NA	2	Tennen-sozai	02-Aug-2012
Explodemon	65.7	NA	5	Curve Studios	25-Mar-2014
Extreme Roads USA	10.4	NA	1	United Independent Entertainment	06-Jun-2014
F-1 drive	77.8	NA	No time registered yet	Dima Kiva	NA
F.E.A.R.	94	NA	8	Monolith Productions, Inc., Timegate	21-May-2010
F.E.A.R. 2: Project Origin	86.1	NA	7	Monolith	12-Feb-2009
F.E.A.R. 3	71.9	NA	6	Day 1 Studios	21-Jun-2011
F.E.A.R.: Extraction Point	NA	NA	5	Monolith Productions, Inc., Timegate	21-May-2010
F.E.A.R.: Perseus Mandate	NA	NA	5	Monolith Productions, Inc., Timegate	21-May-2010
